timestamp,order_id,item_name,quantity,item_price,total_item_price,total_order_price
2020-12-20 08:43:17+00:00,ecmnIaqyLABvIjUwMG9AGoxeV,Iced Cereal Milk Latte,1.0,7.5,7.5,19.5
2020-12-20 08:43:17+00:00,ecmnIaqyLABvIjUwMG9AGoxeV,White,1.0,5.5,6.5,19.5
2020-12-20 08:43:17+00:00,ecmnIaqyLABvIjUwMG9AGoxeV,White,1.0,5.5,5.5,19.5
2020-12-20 08:43:17+00:00,ecmnIaqyLABvIjUwMG9AGoxeV,Iced Cereal Milk Latte,1.0,7.5,7.5,19.5
2020-12-20 08:37:48+00:00,qKoo7dGlOWz7TE5hpJvQrtkeV,Kouign aman,1.0,7.0,7.0,17.0
2020-12-20 08:37:48+00:00,qKoo7dGlOWz7TE5hpJvQrtkeV,Canele,2.0,5.0,10.0,17.0
2020-12-20 08:37:48+00:00,qKoo7dGlOWz7TE5hpJvQrtkeV,Kouign aman,1.0,7.0,7.0,17.0
2020-12-20 08:37:48+00:00,qKoo7dGlOWz7TE5hpJvQrtkeV,Canele,2.0,5.0,10.0,17.0
2020-12-20 08:28:20+00:00,GcmaL8VCJPzlukT3FF0FJ42eV,Espresso,1.0,4.0,4.5,10.0
2020-12-20 08:28:20+00:00,GcmaL8VCJPzlukT3FF0FJ42eV,Espresso,1.0,4.0,4.5,10.0
2020-12-20 08:28:20+00:00,GcmaL8VCJPzlukT3FF0FJ42eV,White,1.0,5.5,5.5,10.0
2020-12-20 08:28:20+00:00,GcmaL8VCJPzlukT3FF0FJ42eV,White,1.0,5.5,5.5,10.0
2020-12-20 08:25:06+00:00,W27yggOaTy4TYkO8quk8GBAfV,White,1.0,5.5,6.5,6.5
2020-12-20 08:25:06+00:00,W27yggOaTy4TYkO8quk8GBAfV,White,1.0,5.5,6.5,6.5
2020-12-20 08:07:53+00:00,GGrEWT6VhShY3XoRuGQ2CxqeV,White,1.0,5.5,6.5,12.5
2020-12-20 08:07:53+00:00,GGrEWT6VhShY3XoRuGQ2CxqeV,Filter,1.0,6.0,6.0,12.5
2020-12-20 08:07:53+00:00,GGrEWT6VhShY3XoRuGQ2CxqeV,White,1.0,5.5,6.5,12.5
2020-12-20 08:07:53+00:00,GGrEWT6VhShY3XoRuGQ2CxqeV,Filter,1.0,6.0,6.0,12.5
2020-12-20 08:06:28+00:00,6gNDJJ6SMbqOfbMBvMA72ozeV,Espresso,1.0,4.0,4.0,19.0
2020-12-20 08:06:28+00:00,6gNDJJ6SMbqOfbMBvMA72ozeV,Iced Cereal Milk Latte,2.0,7.5,15.0,19.0
2020-12-20 08:06:28+00:00,6gNDJJ6SMbqOfbMBvMA72ozeV,Espresso,1.0,4.0,4.0,19.0
2020-12-20 08:06:28+00:00,6gNDJJ6SMbqOfbMBvMA72ozeV,Iced Cereal Milk Latte,2.0,7.5,15.0,19.0
2020-12-20 08:01:23+00:00,4BQoHNvQhGYvWsZ25cr8XYreV,Iced Cereal Milk Latte,1.0,7.5,7.5,19.5
2020-12-20 08:01:23+00:00,4BQoHNvQhGYvWsZ25cr8XYreV,Canele,1.0,5.0,5.0,19.5
2020-12-20 08:01:23+00:00,4BQoHNvQhGYvWsZ25cr8XYreV,Canele,1.0,5.0,5.0,19.5
2020-12-20 08:01:23+00:00,4BQoHNvQhGYvWsZ25cr8XYreV,Peppermint Mocha,1.0,7.0,7.0,19.5
2020-12-20 08:01:23+00:00,4BQoHNvQhGYvWsZ25cr8XYreV,Peppermint Mocha,1.0,7.0,7.0,19.5
2020-12-20 08:01:23+00:00,4BQoHNvQhGYvWsZ25cr8XYreV,Iced Cereal Milk Latte,1.0,7.5,7.5,19.5
2020-12-20 08:00:07+00:00,A3bbkbPPLN8tWNw31aHqbLqeV,E&T,1.0,7.5,7.5,7.5
2020-12-20 08:00:07+00:00,A3bbkbPPLN8tWNw31aHqbLqeV,E&T,1.0,7.5,7.5,7.5
2020-12-20 07:47:32+00:00,c5Jj71Whm3syUEbjQmvDpmgeV,Madeleines (x 5),1.0,12.0,12.0,25.5
2020-12-20 07:47:32+00:00,c5Jj71Whm3syUEbjQmvDpmgeV,Large White,1.0,6.0,6.0,25.5
2020-12-20 07:47:32+00:00,c5Jj71Whm3syUEbjQmvDpmgeV,Iced Cereal Milk Latte,1.0,7.5,7.5,25.5
2020-12-20 07:47:32+00:00,c5Jj71Whm3syUEbjQmvDpmgeV,Iced Cereal Milk Latte,1.0,7.5,7.5,25.5
2020-12-20 07:47:32+00:00,c5Jj71Whm3syUEbjQmvDpmgeV,Madeleines (x 5),1.0,12.0,12.0,25.5
2020-12-20 07:47:32+00:00,c5Jj71Whm3syUEbjQmvDpmgeV,Large White,1.0,6.0,6.0,25.5
2020-12-20 07:42:33+00:00,0BbdlgvKSWLr5m2zpCLlG8geV,White,2.0,5.5,11.0,11.0
2020-12-20 07:42:33+00:00,0BbdlgvKSWLr5m2zpCLlG8geV,White,2.0,5.5,11.0,11.0
2020-12-20 07:39:34+00:00,moC5xjVGNqRw9PDMG1uIbi8eV,French Toast,3.0,14.0,42.0,42.0
2020-12-20 07:39:34+00:00,moC5xjVGNqRw9PDMG1uIbi8eV,French Toast,3.0,14.0,42.0,42.0
2020-12-20 07:30:26+00:00,WYQYg3aSRsusr0vEk5DKSL2eV,White,1.0,5.5,5.85,5.85
2020-12-20 07:30:26+00:00,WYQYg3aSRsusr0vEk5DKSL2eV,White,1.0,5.5,5.85,5.85
2020-12-20 07:27:40+00:00,oT9iAjdpDKbwCtnx16hax1ieV,Cold Brew,1.0,6.8,6.8,11.8
2020-12-20 07:27:40+00:00,oT9iAjdpDKbwCtnx16hax1ieV,Canele,1.0,5.0,5.0,11.8
2020-12-20 07:27:40+00:00,oT9iAjdpDKbwCtnx16hax1ieV,Cold Brew,1.0,6.8,6.8,11.8
2020-12-20 07:27:40+00:00,oT9iAjdpDKbwCtnx16hax1ieV,Canele,1.0,5.0,5.0,11.8
2020-12-20 07:25:18+00:00,EdzKSVirPW2GQFR29Yu5CCweV,Iced Cereal Milk Latte,1.0,7.5,7.5,7.5
2020-12-20 07:25:18+00:00,EdzKSVirPW2GQFR29Yu5CCweV,Iced Cereal Milk Latte,1.0,7.5,7.5,7.5
2020-12-20 07:16:48+00:00,yuUiNb2dm0AzQm0Pb0a6xJkeV,Long Black,1.0,4.5,4.5,4.5
2020-12-20 07:16:48+00:00,yuUiNb2dm0AzQm0Pb0a6xJkeV,Long Black,1.0,4.5,4.5,4.5
2020-12-20 07:13:42+00:00,MTkKiGZ9jOVlm3gZEXsI0i9eV,Long Black,1.0,4.5,4.5,4.5
2020-12-20 07:13:42+00:00,MTkKiGZ9jOVlm3gZEXsI0i9eV,Long Black,1.0,4.5,4.5,4.5
2020-12-20 07:12:58+00:00,Ip4kbXQnC86UiRSPECXpicleV,Iced Cereal Milk Latte,1.0,7.5,7.5,20.0
2020-12-20 07:12:58+00:00,Ip4kbXQnC86UiRSPECXpicleV,Iced Cereal Milk Latte,1.0,7.5,7.5,20.0
2020-12-20 07:12:58+00:00,Ip4kbXQnC86UiRSPECXpicleV,Long Black,1.0,4.5,5.5,20.0
2020-12-20 07:12:58+00:00,Ip4kbXQnC86UiRSPECXpicleV,Kouign aman,1.0,7.0,7.0,20.0
2020-12-20 07:12:58+00:00,Ip4kbXQnC86UiRSPECXpicleV,Kouign aman,1.0,7.0,7.0,20.0
2020-12-20 07:12:58+00:00,Ip4kbXQnC86UiRSPECXpicleV,Long Black,1.0,4.5,5.5,20.0
2020-12-20 07:11:14+00:00,AfRGrOSGSV4wm0RLnwKHvFueV,Long Black,1.0,4.5,5.5,18.0
2020-12-20 07:11:14+00:00,AfRGrOSGSV4wm0RLnwKHvFueV,Kouign aman,1.0,7.0,7.0,18.0
2020-12-20 07:11:14+00:00,AfRGrOSGSV4wm0RLnwKHvFueV,Kouign aman,1.0,7.0,7.0,18.0
2020-12-20 07:11:14+00:00,AfRGrOSGSV4wm0RLnwKHvFueV,Long Black,1.0,4.5,5.5,18.0
2020-12-20 07:11:14+00:00,AfRGrOSGSV4wm0RLnwKHvFueV,White,1.0,5.5,5.5,18.0
2020-12-20 07:11:14+00:00,AfRGrOSGSV4wm0RLnwKHvFueV,White,1.0,5.5,5.5,18.0
2020-12-20 07:04:55+00:00,w3DvzUHNTzVfcIYkaEwfMSheV,Kouign aman,1.0,7.0,7.0,7.0
2020-12-20 07:04:55+00:00,w3DvzUHNTzVfcIYkaEwfMSheV,Kouign aman,1.0,7.0,7.0,7.0
2020-12-20 07:04:38+00:00,sDAO7lSYZEnToHNgvBbd2GqeV,Kouign aman,1.0,7.0,7.0,14.5
2020-12-20 07:04:38+00:00,sDAO7lSYZEnToHNgvBbd2GqeV,Iced Cereal Milk Latte,1.0,7.5,7.5,14.5
2020-12-20 07:04:38+00:00,sDAO7lSYZEnToHNgvBbd2GqeV,Iced Cereal Milk Latte,1.0,7.5,7.5,14.5
2020-12-20 07:04:38+00:00,sDAO7lSYZEnToHNgvBbd2GqeV,Kouign aman,1.0,7.0,7.0,14.5
2020-12-20 07:01:00+00:00,sNrHGFuOvdicNJ7xn4RyuKkeV,Iced Cereal Milk Latte,1.0,7.5,7.5,7.5
2020-12-20 07:01:00+00:00,sNrHGFuOvdicNJ7xn4RyuKkeV,Iced Cereal Milk Latte,1.0,7.5,7.5,7.5
2020-12-20 06:57:24+00:00,yKaUUNAGyUtIcijzvuow20ieV,Cold Brew,1.0,6.8,6.8,19.3
2020-12-20 06:57:24+00:00,yKaUUNAGyUtIcijzvuow20ieV,White,1.0,5.5,5.5,19.3
2020-12-20 06:57:24+00:00,yKaUUNAGyUtIcijzvuow20ieV,Kouign aman,1.0,7.0,7.0,19.3
2020-12-20 06:57:24+00:00,yKaUUNAGyUtIcijzvuow20ieV,Kouign aman,1.0,7.0,7.0,19.3
2020-12-20 06:57:24+00:00,yKaUUNAGyUtIcijzvuow20ieV,White,1.0,5.5,5.5,19.3
2020-12-20 06:57:24+00:00,yKaUUNAGyUtIcijzvuow20ieV,Cold Brew,1.0,6.8,6.8,19.3
2020-12-20 06:46:41+00:00,4lukcUGfrmdHvSAlnuvKkxreV,Cold Brew,1.0,6.8,6.8,14.3
2020-12-20 06:46:41+00:00,4lukcUGfrmdHvSAlnuvKkxreV,Dirty,1.0,7.5,7.5,14.3
2020-12-20 06:46:41+00:00,4lukcUGfrmdHvSAlnuvKkxreV,Dirty,1.0,7.5,7.5,14.3
2020-12-20 06:46:41+00:00,4lukcUGfrmdHvSAlnuvKkxreV,Cold Brew,1.0,6.8,6.8,14.3
2020-12-20 06:43:22+00:00,2mf0M2BBaBXBJm6dIs6vxFreV,Banana Bread,1.0,4.5,4.5,4.5
2020-12-20 06:43:22+00:00,2mf0M2BBaBXBJm6dIs6vxFreV,Banana Bread,1.0,4.5,4.5,4.5
2020-12-20 06:40:25+00:00,aUTPeByUsqPBM29BBaZkQhyeV,White,1.0,5.5,6.5,12.0
2020-12-20 06:40:25+00:00,aUTPeByUsqPBM29BBaZkQhyeV,White,1.0,5.5,5.5,12.0
2020-12-20 06:40:25+00:00,aUTPeByUsqPBM29BBaZkQhyeV,White,1.0,5.5,5.5,12.0
2020-12-20 06:40:25+00:00,aUTPeByUsqPBM29BBaZkQhyeV,White,1.0,5.5,6.5,12.0
2020-12-20 06:39:27+00:00,EBjlWQeLgXZIrfWOdFQDD38eV,Madeleines (x 5),1.0,12.0,12.0,19.5
2020-12-20 06:39:27+00:00,EBjlWQeLgXZIrfWOdFQDD38eV,White,1.0,5.5,7.5,19.5
2020-12-20 06:39:27+00:00,EBjlWQeLgXZIrfWOdFQDD38eV,White,1.0,5.5,7.5,19.5
2020-12-20 06:39:27+00:00,EBjlWQeLgXZIrfWOdFQDD38eV,Madeleines (x 5),1.0,12.0,12.0,19.5
2020-12-20 06:37:10+00:00,cvy2dLSPlVbq91WLOtrHne0eV,Gingerbread latte,1.0,5.0,5.0,12.5
2020-12-20 06:37:10+00:00,cvy2dLSPlVbq91WLOtrHne0eV,Iced Cereal Milk Latte,1.0,7.5,7.5,12.5
2020-12-20 06:37:10+00:00,cvy2dLSPlVbq91WLOtrHne0eV,Iced Cereal Milk Latte,1.0,7.5,7.5,12.5
2020-12-20 06:37:10+00:00,cvy2dLSPlVbq91WLOtrHne0eV,Gingerbread latte,1.0,5.0,5.0,12.5
2020-12-20 06:33:23+00:00,qY9LFNh1ap6cT1yfSXhRu3veV,Sugartown,1.0,6.0,5.4,5.4
2020-12-20 06:33:23+00:00,qY9LFNh1ap6cT1yfSXhRu3veV,Sugartown,1.0,6.0,5.4,5.4
2020-12-20 06:30:10+00:00,4FwBGS7I7B7DxUOSFbcKSD2eV,Not an Egg,1.0,9.5,9.5,22.5
2020-12-20 06:30:10+00:00,4FwBGS7I7B7DxUOSFbcKSD2eV,White,2.0,5.5,13.0,22.5
2020-12-20 06:30:10+00:00,4FwBGS7I7B7DxUOSFbcKSD2eV,Not an Egg,1.0,9.5,9.5,22.5
2020-12-20 06:30:10+00:00,4FwBGS7I7B7DxUOSFbcKSD2eV,White,2.0,5.5,13.0,22.5
2020-12-20 06:23:12+00:00,UHaXLNUjkmCxBszRIFProKpeV,White,1.0,5.5,7.0,7.0
2020-12-20 06:23:12+00:00,UHaXLNUjkmCxBszRIFProKpeV,White,1.0,5.5,7.0,7.0
2020-12-20 06:17:46+00:00,8tpWbcZhZBFhWesdv9GNCvreV,White,1.0,5.5,5.5,5.5
2020-12-20 06:17:46+00:00,8tpWbcZhZBFhWesdv9GNCvreV,White,1.0,5.5,5.5,5.5
2020-12-20 06:08:25+00:00,ayEsacKpokrM1DNxAEII0pqeV,Meat Me,1.0,13.0,13.0,20.0
2020-12-20 06:08:25+00:00,ayEsacKpokrM1DNxAEII0pqeV,Kinda Ploughman’s,1.0,7.0,7.0,20.0
2020-12-20 06:08:25+00:00,ayEsacKpokrM1DNxAEII0pqeV,Kinda Ploughman’s,1.0,7.0,7.0,20.0
2020-12-20 06:08:25+00:00,ayEsacKpokrM1DNxAEII0pqeV,Meat Me,1.0,13.0,13.0,20.0
2020-12-20 06:07:54+00:00,aQzCBKEHlXyQhn4JQt0wIz6eV,Cold Brew,1.0,5.8,5.8,19.8
2020-12-20 06:07:54+00:00,aQzCBKEHlXyQhn4JQt0wIz6eV,White,1.0,5.5,6.5,19.8
2020-12-20 06:07:54+00:00,aQzCBKEHlXyQhn4JQt0wIz6eV,White,1.0,5.5,6.5,19.8
2020-12-20 06:07:54+00:00,aQzCBKEHlXyQhn4JQt0wIz6eV,Cold Brew,1.0,5.8,5.8,19.8
2020-12-20 06:07:54+00:00,aQzCBKEHlXyQhn4JQt0wIz6eV,Iced Cereal Milk Latte,1.0,7.5,7.5,19.8
2020-12-20 06:07:54+00:00,aQzCBKEHlXyQhn4JQt0wIz6eV,Iced Cereal Milk Latte,1.0,7.5,7.5,19.8
2020-12-20 06:03:51+00:00,03y9YX0g6qxKHDuqHrlFgVzeV,Cold Brew,1.0,5.8,5.8,5.8
2020-12-20 06:03:51+00:00,03y9YX0g6qxKHDuqHrlFgVzeV,Cold Brew,1.0,5.8,5.8,5.8
2020-12-20 06:01:45+00:00,OKRB3p8e2RwELVAw4SSZ3KfeV,Iced Cereal Milk Latte,1.0,7.5,7.5,17.5
2020-12-20 06:01:45+00:00,OKRB3p8e2RwELVAw4SSZ3KfeV,Long Black,1.0,4.5,4.5,17.5
2020-12-20 06:01:45+00:00,OKRB3p8e2RwELVAw4SSZ3KfeV,White,1.0,5.5,5.5,17.5
2020-12-20 06:01:45+00:00,OKRB3p8e2RwELVAw4SSZ3KfeV,Long Black,1.0,4.5,4.5,17.5
2020-12-20 06:01:45+00:00,OKRB3p8e2RwELVAw4SSZ3KfeV,Iced Cereal Milk Latte,1.0,7.5,7.5,17.5
2020-12-20 06:01:45+00:00,OKRB3p8e2RwELVAw4SSZ3KfeV,White,1.0,5.5,5.5,17.5
2020-12-20 06:00:12+00:00,MB3AeaDZAfbkVSizej7c8Z2eV,White,1.0,5.5,5.5,5.5
2020-12-20 06:00:12+00:00,MB3AeaDZAfbkVSizej7c8Z2eV,White,1.0,5.5,5.5,5.5
2020-12-20 05:59:38+00:00,QfZSmG4KCHmAnJtpzR4NO08eV,Iced Cereal Milk Latte,1.0,7.5,7.5,15.0
2020-12-20 05:59:38+00:00,QfZSmG4KCHmAnJtpzR4NO08eV,White,1.0,5.5,7.5,15.0
2020-12-20 05:59:38+00:00,QfZSmG4KCHmAnJtpzR4NO08eV,White,1.0,5.5,7.5,15.0
2020-12-20 05:59:38+00:00,QfZSmG4KCHmAnJtpzR4NO08eV,Iced Cereal Milk Latte,1.0,7.5,7.5,15.0
2020-12-20 05:53:50+00:00,eqJ71Vx12pgyElFkINs3pyweV,Iced Cereal Milk Latte,1.0,7.5,7.5,13.0
2020-12-20 05:53:50+00:00,eqJ71Vx12pgyElFkINs3pyweV,Long Black,1.0,4.5,5.5,13.0
2020-12-20 05:53:50+00:00,eqJ71Vx12pgyElFkINs3pyweV,Long Black,1.0,4.5,5.5,13.0
2020-12-20 05:53:50+00:00,eqJ71Vx12pgyElFkINs3pyweV,Iced Cereal Milk Latte,1.0,7.5,7.5,13.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Peppermint Mocha,1.0,7.0,7.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Iced Cereal Milk Latte,1.0,7.5,7.5,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Not an Egg,1.0,9.5,9.5,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Kinda Ploughman’s,1.0,7.0,7.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,French Toast,1.0,14.0,14.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Meat Me,1.0,13.0,13.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Not an Egg,1.0,9.5,9.5,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Meat Me,1.0,13.0,13.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Peppermint Mocha,1.0,7.0,7.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Iced Cereal Milk Latte,1.0,7.5,7.5,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,Kinda Ploughman’s,1.0,7.0,7.0,58.0
2020-12-20 05:51:49+00:00,qGOmwn9wd08Zf1JcaF23ZvAfV,French Toast,1.0,14.0,14.0,58.0
2020-12-20 05:49:31+00:00,ULa8GdksYQVvnwUQsp29GW4eV,Long Black,1.0,4.5,4.12,4.12
2020-12-20 05:49:31+00:00,ULa8GdksYQVvnwUQsp29GW4eV,Long Black,1.0,4.5,4.12,4.12
2020-12-20 05:45:39+00:00,SOEIkiTmQYL3bLcehoqQyxjeV,Iced Cereal Milk Latte,1.0,7.5,7.5,17.0
2020-12-20 05:45:39+00:00,SOEIkiTmQYL3bLcehoqQyxjeV,Not an Egg,1.0,9.5,9.5,17.0
2020-12-20 05:45:39+00:00,SOEIkiTmQYL3bLcehoqQyxjeV,Not an Egg,1.0,9.5,9.5,17.0
2020-12-20 05:45:39+00:00,SOEIkiTmQYL3bLcehoqQyxjeV,Iced Cereal Milk Latte,1.0,7.5,7.5,17.0
2020-12-20 05:42:23+00:00,cRHE75396mv9mgmo6Iy0LlveV,Dirty,1.0,7.5,7.5,15.0
2020-12-20 05:42:23+00:00,cRHE75396mv9mgmo6Iy0LlveV,Iced Cereal Milk Latte,1.0,7.5,7.5,15.0
2020-12-20 05:42:23+00:00,cRHE75396mv9mgmo6Iy0LlveV,Iced Cereal Milk Latte,1.0,7.5,7.5,15.0
2020-12-20 05:42:23+00:00,cRHE75396mv9mgmo6Iy0LlveV,Dirty,1.0,7.5,7.5,15.0
2020-12-20 05:40:32+00:00,4vZvUwBWkGnwcJxEwppvywmeV,Long Black,1.0,4.5,5.5,5.5
2020-12-20 05:40:32+00:00,4vZvUwBWkGnwcJxEwppvywmeV,Long Black,1.0,4.5,5.5,5.5
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,Kinda Ploughman’s,1.0,13.0,13.0,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,White,1.0,5.5,6.5,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,Iced Cereal Milk Latte,1.0,7.5,7.5,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,Meat Me,1.0,13.0,13.0,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,Kinda Ploughman’s,1.0,13.0,13.0,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,Meat Me,1.0,13.0,13.0,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,Iced Cereal Milk Latte,1.0,7.5,7.5,40.0
2020-12-20 05:39:43+00:00,El7wsf1Ne7N7KM1bIHnZQIleV,White,1.0,5.5,6.5,40.0
2020-12-20 05:37:17+00:00,SkLAXjqTpTiZI3B5wbRjUKleV,White,1.0,5.5,7.5,15.0
2020-12-20 05:37:17+00:00,SkLAXjqTpTiZI3B5wbRjUKleV,E&T,1.0,7.5,7.5,15.0
2020-12-20 05:37:17+00:00,SkLAXjqTpTiZI3B5wbRjUKleV,E&T,1.0,7.5,7.5,15.0
2020-12-20 05:37:17+00:00,SkLAXjqTpTiZI3B5wbRjUKleV,White,1.0,5.5,7.5,15.0
2020-12-20 05:24:33+00:00,wbRTm8zWuthUMPWZRbnZUzeeV,White,1.0,5.5,6.5,27.0
2020-12-20 05:24:33+00:00,wbRTm8zWuthUMPWZRbnZUzeeV,Kinda Ploughman’s,1.0,13.0,13.0,27.0
2020-12-20 05:24:33+00:00,wbRTm8zWuthUMPWZRbnZUzeeV,Dirty,1.0,7.5,7.5,27.0
2020-12-20 05:24:33+00:00,wbRTm8zWuthUMPWZRbnZUzeeV,Kinda Ploughman’s,1.0,13.0,13.0,27.0
2020-12-20 05:24:33+00:00,wbRTm8zWuthUMPWZRbnZUzeeV,White,1.0,5.5,6.5,27.0
2020-12-20 05:24:33+00:00,wbRTm8zWuthUMPWZRbnZUzeeV,Dirty,1.0,7.5,7.5,27.0
2020-12-20 05:21:31+00:00,s1xgE6vvgpdW3PrOidpItTneV,White,1.0,5.5,7.5,12.5
2020-12-20 05:21:31+00:00,s1xgE6vvgpdW3PrOidpItTneV,White,1.0,5.5,7.5,12.5
2020-12-20 05:21:31+00:00,s1xgE6vvgpdW3PrOidpItTneV,Canele,1.0,5.0,5.0,12.5
2020-12-20 05:21:31+00:00,s1xgE6vvgpdW3PrOidpItTneV,Canele,1.0,5.0,5.0,12.5
2020-12-20 05:20:12+00:00,Y5ESWQh4w6fWLkz0C1zKAYzeV,E&T,1.0,7.5,6.75,6.75
2020-12-20 05:20:12+00:00,Y5ESWQh4w6fWLkz0C1zKAYzeV,E&T,1.0,7.5,6.75,6.75
2020-12-20 05:12:34+00:00,ey9d0aHwprmStWboWh9LslseV,White,1.0,5.5,6.5,27.5
2020-12-20 05:12:34+00:00,ey9d0aHwprmStWboWh9LslseV,Large White,1.0,6.0,7.0,27.5
2020-12-20 05:12:34+00:00,ey9d0aHwprmStWboWh9LslseV,French Toast,1.0,14.0,14.0,27.5
2020-12-20 05:12:34+00:00,ey9d0aHwprmStWboWh9LslseV,Large White,1.0,6.0,7.0,27.5
2020-12-20 05:12:34+00:00,ey9d0aHwprmStWboWh9LslseV,White,1.0,5.5,6.5,27.5
2020-12-20 05:12:34+00:00,ey9d0aHwprmStWboWh9LslseV,French Toast,1.0,14.0,14.0,27.5
2020-12-20 05:05:56+00:00,Ub4R7rVXHtaIdVy5u8nvhgueV,Banana Bread,1.0,4.5,4.5,10.0
2020-12-20 05:05:56+00:00,Ub4R7rVXHtaIdVy5u8nvhgueV,Long Black,1.0,4.5,5.5,10.0
2020-12-20 05:05:56+00:00,Ub4R7rVXHtaIdVy5u8nvhgueV,Banana Bread,1.0,4.5,4.5,10.0
2020-12-20 05:05:56+00:00,Ub4R7rVXHtaIdVy5u8nvhgueV,Long Black,1.0,4.5,5.5,10.0
2020-12-20 05:04:55+00:00,s364kB75Q2LAT1PA8alD2EmeV,Mocha,1.0,6.5,7.5,7.5
2020-12-20 05:04:55+00:00,s364kB75Q2LAT1PA8alD2EmeV,Mocha,1.0,6.5,7.5,7.5
